chunk_id,document,institution,chunk_text,amoore_score_auto,amoore_sim_preemption_auto,amoore_sim_norms_auto
51,original_proposal_commission.pdf,European Commission,"However, the providers covered typically operate across borders, often on an EU-wide basis, or may w...",-0.05509635,0.26333576,0.32608497
52,original_proposal_commission.pdf,European Commission,Proportionality This proposal aims at eliminating existing barriers to the provision of relevant ser...,-0.0018702298,0.38732332,0.39352682
53,original_proposal_commission.pdf,European Commission,"To achieve this objective, the proposal introduces narrowly targeted and uniform obligations of risk...",0.06794715,0.42326617,0.3539341
54,original_proposal_commission.pdf,European Commission,"Finally, the proposed Regulation contains safeguards to ensure that technologies used for the purpos...",-0.02817088,0.35058606,0.38499463
55,original_proposal_commission.pdf,European Commission,"It guarantees the fundamental right to an effective remedy in all phases of the relevant activities,...",-0.12713361,0.2712046,0.41237497
56,original_proposal_commission.pdf,European Commission,EN EN 7  Choice of the instrument Article 114 TFEU gives the Unions legislator the possibility to ad...,-0.17356834,0.14859736,0.33894306
57,original_proposal_commission.pdf,European Commission,"A Regulation is also directly applicable, provides clarity and greater legal certainty and avoids di...",0.0056914035,0.2797584,0.2765811
58,original_proposal_commission.pdf,European Commission,"For these reasons, the appropriate instrument to be used to achieve the objectives of this initiativ...",0.03202874,0.27731946,0.24547552
59,original_proposal_commission.pdf,European Commission,"In addition, in view of the date of expiry of the interim Regulation, there would in this case be in...",0.044740386,0.2832236,0.23761997
60,original_proposal_commission.pdf,European Commission,"This was done through surveys, ranging from open public consultations to targeted surveys of law enf...",0.0408285,0.3346556,0.29385966
61,original_proposal_commission.pdf,European Commission,Multiple group expert meetings and bilateral meetings were organised between the Commission and rele...,0.042188387,0.32475474,0.2823734
62,original_proposal_commission.pdf,European Commission,This feedback showed significant support for the objective of tackling online child sexual abuse. Wh...,-0.0067418255,0.28723884,0.2976625
63,original_proposal_commission.pdf,European Commission,While the holistic approach of the potential Centre and expected improvements regarding legal clarit...,-0.02603714,0.2890184,0.3204438
64,original_proposal_commission.pdf,European Commission,This process sought to gather the views from across a broad range of stakeholders such as public aut...,-0.0028485414,0.28119054,0.28731537
65,original_proposal_commission.pdf,European Commission,"Despite efforts to ensure a balanced distribution of responses, a significant proportion of contribu...",-0.0042243786,0.25917137,0.2665553
66,original_proposal_commission.pdf,European Commission,"That apart, issues of better cooperation and coordination, and sufficient resourcing and expertise t...",-0.018037938,0.27520794,0.297786
67,original_proposal_commission.pdf,European Commission,EN EN 8 Regarding the possible imposition of legal obligations on providers to detect and report var...,0.06199859,0.30115587,0.23697796
68,original_proposal_commission.pdf,European Commission,Collection and use of expertise Targeted surveys of law enforcement authorities in the Member States...,0.061013907,0.30788362,0.24484892
69,original_proposal_commission.pdf,European Commission,"However the quality and relevance of such reports vary, and some reports are found not to constitute...",0.07690261,0.27945223,0.19883339
70,original_proposal_commission.pdf,European Commission,"It is for this reason that harmonised reports at EU level, facilitated by the EU Centre, would be th...",0.07221864,0.31735384,0.24223657
71,original_proposal_commission.pdf,European Commission,The finalised Impact Assessment report examines and compares several policy alternatives in relation...,0.028038323,0.2302018,0.20218992
72,original_proposal_commission.pdf,European Commission,The Impact Assessment shows that voluntary actions alone against online child sexual abuse have prov...,0.00404365,0.21707764,0.21501738
73,original_proposal_commission.pdf,European Commission,Given the need to address the situation and with a view to ensuring the good functioning of the Digi...,0.07622803,0.28826958,0.20847923
74,original_proposal_commission.pdf,European Commission,"Option A would consist of non-legislative, practical measures to enhance prevention, detection and r...",0.08630778,0.35625345,0.2662338
75,original_proposal_commission.pdf,European Commission,"In the context of Option B, the EU Centre would have been tasked with facilitating detection, report...",0.03201268,0.36857855,0.33773452
76,original_proposal_commission.pdf,European Commission,"After examining several options concerning the form that the EU Centre could take, the Impact Assess...",0.023748344,0.33833024,0.31614757
77,original_proposal_commission.pdf,European Commission,"Options C and D, while building on Option B, would impose legal obligations on providers to detect c...",-0.02436271,0.3097628,0.33959067
78,original_proposal_commission.pdf,European Commission,"Option C would require providers to detect known child sexual abuse material (CSAM), namely copies o...",-0.012287276,0.31421232,0.33095676
79,original_proposal_commission.pdf,European Commission,Obligations to detect online child sexual abuse are preferable to dependence on voluntary actions by...,0.05848805,0.39088362,0.3314892
80,original_proposal_commission.pdf,European Commission,"Mandatory detection also of grooming (Option E) would go further, and provide the greatest scope for...",-0.0011114795,0.30795532,0.31247932
81,original_proposal_commission.pdf,European Commission,Option E was therefore deemed to be the option which best achieves the policy objective in an effect...,-0.037317596,0.22915468,0.2722025
82,original_proposal_commission.pdf,European Commission,"In addition to the positive social impacts described above, the preferred option is expected to have...",0.07143074,0.2642025,0.18936983
83,original_proposal_commission.pdf,European Commission,"In turn, the establishment of the Centre is also expected to incur one-off and ongoing costs. Quanti...",0.04993342,0.18441617,0.1321017
84,original_proposal_commission.pdf,European Commission,"The preferred option was found to lead to the greatest overall benefits, by virtue of the resulting ...",0.023149151,0.20444089,0.18146841
85,original_proposal_commission.pdf,European Commission,"It would also allow the EU Centre, while being an independent entity, to rely on the support service...",0.006192155,0.25808716,0.25413203
86,original_proposal_commission.pdf,European Commission,"The impact assessment analysed in detail the relevant impacts, i.e. social, economic and fundamental...",0.002391139,0.2854544,0.28592724
87,original_proposal_commission.pdf,European Commission,"social, economic and fundamental rights. It also considered the impact on competitiveness and SMEs. ...",-0.050542004,0.2814241,0.3394155
88,original_proposal_commission.pdf,European Commission,"The impact assessment also analysed the application of the principle one in, one out whereby each le...",-0.13700342,0.27066788,0.42256546
89,original_proposal_commission.pdf,European Commission,"In addition, the proposal seeks to protect the rights of others, namely of children. It concerns in ...",-0.11932378,0.29834878,0.4313187
90,original_proposal_commission.pdf,European Commission,"The proposal takes into account the fact that in all actions relating to children, whether taken by ...",-0.13278595,0.27471176,0.42206654
91,original_proposal_commission.pdf,European Commission,"At the same time, the measures contained in the proposal affect, in the first place, the exercise of...",-0.31762636,0.15277901,0.4998249
92,original_proposal_commission.pdf,European Commission,"Those rights include, in particular, the fundamental rights to respect for privacy (including confid...",-0.3146798,0.1214395,0.46494377
93,original_proposal_commission.pdf,European Commission,"24 Cf. e.g. CJEU, Digital Rights Ireland, Joined Cases C-293/12 and C-594/12, Joined Cases C-511/18,...",-0.34775925,0.10698121,0.4863019
94,original_proposal_commission.pdf,European Commission,"e.g. CJEU, Digital Rights Ireland, Joined Cases C-293/12 and C-594/12, Joined Cases C-511/18, C- 512...",-0.3698926,0.07039428,0.47338992
95,original_proposal_commission.pdf,European Commission,"25 Art. 1, 3, 4 and 24 of the Charter, respectively. 26 Art. 7 and 8 of the Charter, respectively. 2...",-0.33455485,0.11358474,0.47861743
96,original_proposal_commission.pdf,European Commission,"1, 3, 4 and 24 of the Charter, respectively. 26 Art. 7 and 8 of the Charter, respectively. 27 See in...",-0.3282448,0.11324832,0.47141558
97,original_proposal_commission.pdf,European Commission,"27 See in particular CJEU, La Quadrature du Net, Joined Cases C-511/18, C-512/18 and C-520/18, para....",-0.31876385,0.14385256,0.49203926
98,original_proposal_commission.pdf,European Commission,"7, 8 and 11 of the Charter, respectively. EN EN 12 importance, none of these rights is absolute and ...",-0.13378108,0.32843667,0.47745204
99,original_proposal_commission.pdf,European Commission,"EN EN 12 importance, none of these rights is absolute and they must be considered in relation to the...",-0.090015076,0.33415544,0.4356392
100,original_proposal_commission.pdf,European Commission,"Broadly speaking, this fundamental right precludes economic operators from being made subject to exc...",-0.05970077,0.36858952,0.4374789
101,original_proposal_commission.pdf,European Commission,"To that aim, the proposal contains a range of limits and safeguards, which are differentiated depend...",0.06797269,0.3902539,0.3205387
102,original_proposal_commission.pdf,European Commission,"Specifically, obliging detection of online child sexual abuse on both public-facing and private serv...",0.058838792,0.3458926,0.2856324
103,original_proposal_commission.pdf,European Commission,"In the case of material that is accessible to the public, whilst there is an intrusion, the impact e...",0.05819705,0.3598218,0.30040944
104,original_proposal_commission.pdf,European Commission,"The impact on the right to privacy in relation to private communications is greater. Furthermore, th...",0.044124193,0.34467041,0.30039835
105,original_proposal_commission.pdf,European Commission,As a result of the measures obliging providers to detect and report known and new child sexual abuse...,0.0010630488,0.40678865,0.41001198
106,original_proposal_commission.pdf,European Commission,These measures would significantly reduce the violation of victims rights inherent in the circulatio...,-0.061548494,0.34606263,0.4167188
107,original_proposal_commission.pdf,European Commission,"120. 30 Art. 16 of the Charter. 31 Cf. e.g. CJEU, Sky Österreich, Case C-283/11, para. 45-46. EN EN ...",-0.09467214,0.3288476,0.43533853
108,original_proposal_commission.pdf,European Commission,"30 Art. 16 of the Charter. 31 Cf. e.g. CJEU, Sky Österreich, Case C-283/11, para. 45-46. EN EN 13 si...",-0.091552556,0.3265642,0.4296382
109,original_proposal_commission.pdf,European Commission,"e.g. CJEU, Sky Österreich, Case C-283/11, para. 45-46. EN EN 13 significant positive impact on their...",-0.072649136,0.3516972,0.43448538
110,original_proposal_commission.pdf,European Commission,"CJEU, Sky Österreich, Case C-283/11, para. 45-46. EN EN 13 significant positive impact on their righ...",-0.076371506,0.3589668,0.4458811
111,original_proposal_commission.pdf,European Commission,EN EN 13 significant positive impact on their rights and society at large.. The provision of a clear...,0.008575188,0.39065027,0.38553083
112,original_proposal_commission.pdf,European Commission,The impact on providers rights nevertheless needs to be limited to the maximum extent possible to en...,-0.016284842,0.409077,0.43118984
113,original_proposal_commission.pdf,European Commission,"The processing of users personal data for the purposes of detecting, reporting and removing online c...",0.10743432,0.48773164,0.37615347
114,original_proposal_commission.pdf,European Commission,"As a result, the decision of whether to engage in these activities in principle cannot be left to th...",0.07667784,0.4557411,0.37726453
115,original_proposal_commission.pdf,European Commission,"Nonetheless, any obligations need to be narrowly targeted both in their personal and material scope ...",0.16076946,0.46819034,0.29840282
116,original_proposal_commission.pdf,European Commission,"As mentioned, detecting grooming would have a positive impact on the fundamental rights of potential...",0.30864692,0.51355374,0.18344596
117,original_proposal_commission.pdf,European Commission,"At the same time, the detection process is generally speaking the most intrusive one for users (comp...",0.26768333,0.5183251,0.23281439
118,original_proposal_commission.pdf,European Commission,It is important to bear in mind in this regard that such scanning is often the only possible way to ...,0.2233341,0.4998232,0.26234064
119,original_proposal_commission.pdf,European Commission,"Detection technologies have also already acquired a high degree of accuracy32, although human oversi...",0.20476511,0.5092102,0.29202145
120,original_proposal_commission.pdf,European Commission,"EN EN 14 Nonetheless, the interferences at stake remain highly sensitive. As a result, while robust ...",0.0840029,0.4234025,0.33661216
121,original_proposal_commission.pdf,European Commission,"These include adjusted criteria for the imposition of the detection orders, a more limited period of...",0.013402455,0.3775583,0.3670485
122,original_proposal_commission.pdf,European Commission,"In addition, the proposal also sets out strong oversight mechanisms, which include requirements rega...",-0.05249452,0.32742944,0.38803932
123,original_proposal_commission.pdf,European Commission,"The EU Centre also contributes by making available not only accurate and reliable indicators, but al...",-0.058563214,0.30216345,0.3691007
124,original_proposal_commission.pdf,European Commission,"In addition, various measures are taken to ensure effective redress for both providers and users. Wh...",-0.10024069,0.26880062,0.38070065
125,original_proposal_commission.pdf,European Commission,All references in the proposed Regulation to fundamental rights are to be understood as referring so...,-0.09496032,0.17603877,0.28119802
126,original_proposal_commission.pdf,European Commission,These implications also require reprogramming of Heading 7 of the Financial Perspective. The legisla...,-0.021089818,0.28713834,0.31316352
127,original_proposal_commission.pdf,European Commission,"5. OTHER ELEMENTS  Implementation plans and monitoring, evaluation and reporting arrangements The pr...",0.05133698,0.3185011,0.26610386
128,original_proposal_commission.pdf,European Commission,"OTHER ELEMENTS  Implementation plans and monitoring, evaluation and reporting arrangements The progr...",0.055836324,0.31800795,0.26071262
129,original_proposal_commission.pdf,European Commission,The programme sets out various indicators used to monitor the achievement of operational objectives ...,-0.016082058,0.26514724,0.2854901
130,original_proposal_commission.pdf,European Commission,6 Treaty on European Union (TEU). EN EN 15 The Commission will carry out an evaluation and submit a ...,-0.054128736,0.22096269,0.2822035
131,original_proposal_commission.pdf,European Commission,Detailed explanation of the specific provisions of the proposal The proposed Regulation consists of ...,-0.03715646,0.24281308,0.2858327
132,original_proposal_commission.pdf,European Commission,The reference to child sexual abuse material builds on the relevant terms as defined in the Child Se...,0.03303874,0.29987493,0.26717544
133,original_proposal_commission.pdf,European Commission,"Chapter II establishes uniform obligations, applicable to all providers of hosting or interpersonal ...",0.10551478,0.38997084,0.27942762
134,original_proposal_commission.pdf,European Commission,"It also includes targeted obligations for certain providers to detect such abuse, to report it via t...",0.15746886,0.4252463,0.25858566
135,original_proposal_commission.pdf,European Commission,Section 1 creates the aforementioned risk assessment obligations for hosting or interpersonal commun...,0.13956898,0.41361722,0.26629654
136,original_proposal_commission.pdf,European Commission,"Finally, it imposes targeted obligations on software application stores to assess whether any applic...",0.10640472,0.42698216,0.31586963
137,original_proposal_commission.pdf,European Commission,34 Directive (EU) 2018/1972 of the European Parliament and the Council of 11 December 2018 establish...,0.11639245,0.41681218,0.29472905
138,original_proposal_commission.pdf,European Commission,EN EN 16 Section 2 empowers Coordinating Authorities which have become aware  through a risk assessm...,0.083688326,0.39573196,0.30898583
139,original_proposal_commission.pdf,European Commission,"Finally, it attributes to the Commission the power to adopt guidelines on the application of Article...",0.013708602,0.27418572,0.26223016
140,original_proposal_commission.pdf,European Commission,Section 3 obliges providers of hosting or interpersonal communication services that have become awar...,-0.009692073,0.29356223,0.3072622
141,original_proposal_commission.pdf,European Commission,Section 4 empowers Coordinating Authorities to request the competent judicial or independent adminis...,0.016657136,0.35087276,0.3365364
142,original_proposal_commission.pdf,European Commission,The rules contained in this section have been inspired by those contained in the Terrorist Content O...,-0.035115343,0.32449085,0.36617017
143,original_proposal_commission.pdf,European Commission,Article 18 ensures inter alia that providers that received such a blocking order have a right to cha...,-0.024304042,0.3071224,0.3368581
144,original_proposal_commission.pdf,European Commission,"These Articles, in combination with the provisions on reliable identification of child sexual abuse ...",-0.02296752,0.290892,0.31899953
145,original_proposal_commission.pdf,European Commission,This principally aims to prevent the risk of being held liable under national criminal law for condu...,-0.020712797,0.30037212,0.32612985
146,original_proposal_commission.pdf,European Commission,"Article 20 gives victims of child sexual abuse a right to receive from the EU Centre, via the Coordi...",-0.03906931,0.2744732,0.3199138
147,original_proposal_commission.pdf,European Commission,This Section also exhaustively lists the purposes for which providers of hosting or interpersonal co...,-0.14169168,0.24931413,0.40608
148,original_proposal_commission.pdf,European Commission,Chapter III contains provisions concerning the implementation and enforcement of this Regulation. Se...,-0.06361259,0.34020948,0.41304725
149,original_proposal_commission.pdf,European Commission,"Section 1 lays down provisions concerning national competent authorities, in particular Coordinating...",-0.046087116,0.35862708,0.4126051
150,original_proposal_commission.pdf,European Commission,"Coordinating Authorities, like other designated competent authorities, are to be independent in all ...",-0.06332507,0.35575795,0.4284504
151,original_proposal_commission.pdf,European Commission,Section 2 attributes specific investigatory and enforcement powers to Coordinating Authorities in re...,0.007762965,0.36161795,0.3570692
152,original_proposal_commission.pdf,European Commission,These provisions have mostly been inspired by the provisions in the DSA proposal. This section also ...,0.0024440829,0.32720244,0.32806718
153,original_proposal_commission.pdf,European Commission,This section also provides for the power to monitor compliance with this Regulation by conducting se...,-0.009193124,0.32102886,0.33448195
154,original_proposal_commission.pdf,European Commission,"In addition, Member States are to lay down rules on penalties applicable to breaches of those obliga...",0.030477345,0.296165,0.26621097
155,original_proposal_commission.pdf,European Commission,It sets out rules on the assessment of material or conversations so as to confirm that it constitute...,0.016088314,0.28028932,0.26581168
156,original_proposal_commission.pdf,European Commission,It also contains rules for cross-border cooperation among Coordinating Authorities (Article 37) and ...,0.023662785,0.2519769,0.22895762
157,original_proposal_commission.pdf,European Commission,"Finally, this section provides for general rules on cooperation at EU level and on a reliable and se...",0.0076079555,0.20835848,0.20232835
158,original_proposal_commission.pdf,European Commission,"Its provisions have been based on the Common Approach of the European Parliament, the Council and th...",-0.0037378017,0.19655502,0.20273569
159,original_proposal_commission.pdf,European Commission,Section 1 establishes the EU Centre on Child Sexual Abuse (EUCSA) as a decentralised EU Centre (Arti...,0.029725658,0.2444792,0.21478617
160,original_proposal_commission.pdf,European Commission,"To allow the Centre to achieve all of its objectives, it is of key importance that the EU Centre is ...",0.10019554,0.2784103,0.17245042
161,original_proposal_commission.pdf,European Commission,"It would also allow the EU Centre, while being an independent entity, to rely on the support service...",0.10433332,0.32423264,0.2142665
162,original_proposal_commission.pdf,European Commission,Sharing such support services is more cost efficient and ensures a more professional service than du...,0.11564408,0.34123838,0.21915546
163,original_proposal_commission.pdf,European Commission,The EU Centre is mandated to create and maintain databases of indicators of online child sexual abus...,0.12835214,0.3579836,0.22226164
164,original_proposal_commission.pdf,European Commission,The section also empowers the Commission to adopt delegated acts supplementing this Regulation in re...,0.11638652,0.3352662,0.21231166
165,original_proposal_commission.pdf,European Commission,"Finally, this section establishes that, to facilitate the monitoring of compliance with this Regulat...",0.09629126,0.320784,0.219526
166,original_proposal_commission.pdf,European Commission,"Section 4 establishes channels of cooperation linking the EU Centre to the Coordinating Authorities,...",0.05593441,0.2730628,0.21517694
167,original_proposal_commission.pdf,European Commission,"Section 5 sets out the administrative and management structure of the EU Centre (Article 55), establ...",-0.03866357,0.18071502,0.22470503
168,original_proposal_commission.pdf,European Commission,In light of the technical nature and fast-paced evolution of the technologies used by providers of r...,-0.040455066,0.19907054,0.2452063
169,original_proposal_commission.pdf,European Commission,"Section 6 provides for the establishment and structure of the budget (Article 67), the financial rul...",-0.09808843,0.18621653,0.294887
170,original_proposal_commission.pdf,European Commission,"Such offences, which are subject to minimum rules set at Union level, are very serious criminal offe...",-0.0872201,0.32907712,0.42746687
171,original_proposal_commission.pdf,European Commission,". 36 OJ C , , p. . 37 OJ C , , p. . EN EN 21 in the Charter and recognised as general principles of ...",-0.19211408,0.24474162,0.4562899
172,original_proposal_commission.pdf,European Commission,". EN EN 21 in the Charter and recognised as general principles of Union law, and so as to avoid impo...",-0.18965076,0.22275092,0.43138373
173,original_proposal_commission.pdf,European Commission,"(5) In order to achieve the objectives of this Regulation, it should cover providers of services tha...",0.0053878045,0.28323138,0.28042158
174,original_proposal_commission.pdf,European Commission,"However, given the inherent differences between the various relevant information society services co...",-0.032242537,0.285878,0.32401764
175,original_proposal_commission.pdf,European Commission,In order to ensure the effectiveness of the rules laid down in this Regulation and a level playing f...,-0.14399318,0.22251976,0.38149998
176,original_proposal_commission.pdf,European Commission,"(7) This Regulation should be without prejudice to the rules resulting from other Union acts, in par...",-0.09663049,0.21199957,0.31936222
177,original_proposal_commission.pdf,European Commission,39 Directive 2000/31/EC of the European Parliament and of the Council of 8 June 2000 on certain lega...,-0.11983466,0.18949832,0.32185197
178,original_proposal_commission.pdf,European Commission,1). 40 Regulation (EU) / of the European Parliament and of the Council on a Single Market For Digita...,-0.12015924,0.17519967,0.30775234
179,original_proposal_commission.pdf,European Commission,40 Regulation (EU) / of the European Parliament and of the Council on a Single Market For Digital Se...,-0.14219844,0.18249905,0.33909672
180,original_proposal_commission.pdf,European Commission,"EN EN 22 Digital Services (Digital Services Act) and amending Directive 2000/31/EC, Directive 2010/1...",-0.107783735,0.22336039,0.3429739
181,original_proposal_commission.pdf,European Commission,(9) Article 15(1) of Directive 2002/58/EC allows Member States to adopt legislative measures to rest...,-0.12551568,0.30257916,0.442328
182,original_proposal_commission.pdf,European Commission,"Applying the requirements of that provision by analogy, this Regulation should limit the exercise of...",-0.111203484,0.24221726,0.36575252
183,original_proposal_commission.pdf,European Commission,(11) A substantial connection to the Union should be considered to exist where the relevant informat...,-0.07652882,0.1731337,0.25821847
184,original_proposal_commission.pdf,European Commission,The targeting of activities towards one or more Member States should be determined on the basis of a...,-0.06355199,0.26525128,0.33721617
